category,subcategory,product_name,price,amt,unit,healthy_flag,allergen_any,trusted_brand,product_url
Cookies & Brownies,Bakery Cookies,"Freshness Guaranteed Peanut Butter Cookies, 11 oz, 12 Count",2.58,325.3085,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/Freshness-Guaranteed-Peanut-Butter-Cookies-11-oz-12-Count/454824272?fulfillmentIntent=Pickup
Cookies & Brownies,Bakery Cookies,"Freshness Guaranteed Peanut Butter Cookies, 11 oz, 12 Count",2.58,325.3085,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/Freshness-Guaranteed-Peanut-Butter-Cookies-11-oz-12-Count/454824272?fulfillmentIntent=Pickup
Cookies & Brownies,Bakery Cookies,"Freshness Guaranteed Peanut Butter Cookies, 11 oz, 12 Count",2.58,325.3085,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/Freshness-Guaranteed-Peanut-Butter-Cookies-11-oz-12-Count/454824272?fulfillmentIntent=Pickup
Cookies & Brownies,Bakery Cookies,"Freshness Guaranteed Peanut Butter Cookies, 11 oz, 12 Count",2.58,325.3085,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/Freshness-Guaranteed-Peanut-Butter-Cookies-11-oz-12-Count/454824272?fulfillmentIntent=Pickup
Cookies & Brownies,Bakery Cookies,"Freshness Guaranteed Peanut Butter Cookies, 11 oz, 12 Count",2.58,325.3085,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/Freshness-Guaranteed-Peanut-Butter-Cookies-11-oz-12-Count/454824272?fulfillmentIntent=Pickup
Cookies & Brownies,Bakery Cookies,"Freshness Guaranteed Peanut Butter Cookies, 11 oz, 12 Count",2.58,325.3085,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/Freshness-Guaranteed-Peanut-Butter-Cookies-11-oz-12-Count/454824272?fulfillmentIntent=Pickup
Cookies & Brownies,Bakery Cookies,"Freshness Guaranteed Peanut Butter Cookies, 11 oz, 12 Count",2.58,325.3085,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/Freshness-Guaranteed-Peanut-Butter-Cookies-11-oz-12-Count/454824272?fulfillmentIntent=Pickup
Cookies & Brownies,Bakery Cookies,"Freshness Guaranteed Peanut Butter Cookies, 11 oz, 12 Count",2.58,325.3085,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/Freshness-Guaranteed-Peanut-Butter-Cookies-11-oz-12-Count/454824272?fulfillmentIntent=Pickup
Cookies & Brownies,Bakery Cookies,"Freshness Guaranteed Peanut Butter Cookies, 11 oz, 12 Count",2.58,325.3085,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/Freshness-Guaranteed-Peanut-Butter-Cookies-11-oz-12-Count/454824272?fulfillmentIntent=Pickup
Cookies & Brownies,Bakery Cookies,"Freshness Guaranteed Peanut Butter Cookies, 11 oz, 12 Count",2.58,325.3085,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/Freshness-Guaranteed-Peanut-Butter-Cookies-11-oz-12-Count/454824272?fulfillmentIntent=Pickup
Cookies & Brownies,Bakery Cookies,"Freshness Guaranteed Peanut Butter Cookies, 11 oz, 12 Count",2.58,325.3085,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/Freshness-Guaranteed-Peanut-Butter-Cookies-11-oz-12-Count/454824272?fulfillmentIntent=Pickup
Cooking oils & vinegars,Shop all,"Boylan Bottling Boylan Soda Pop, 4 ea",4.28,NA,NA,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/Boylan-Bottling-Boylan-Soda-Pop-4-ea/127939494?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Toasty, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Toasty-27-Ct-37-2-Oz-Tray/31196681?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Toasty, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Toasty-27-Ct-37-2-Oz-Tray/31196681?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Toasty, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Toasty-27-Ct-37-2-Oz-Tray/31196681?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Cheese, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Cheese-27-Ct-37-2-Oz-Tray/28826857?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Toasty, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Toasty-27-Ct-37-2-Oz-Tray/31196681?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Cheese, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Cheese-27-Ct-37-2-Oz-Tray/28826857?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Toasty, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Toasty-27-Ct-37-2-Oz-Tray/31196681?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Toasty, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Toasty-27-Ct-37-2-Oz-Tray/31196681?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Toasty, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Toasty-27-Ct-37-2-Oz-Tray/31196681?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Cheese, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Cheese-27-Ct-37-2-Oz-Tray/28826857?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Toasty, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Toasty-27-Ct-37-2-Oz-Tray/31196681?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Toasty, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Toasty-27-Ct-37-2-Oz-Tray/31196681?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Cheese, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Cheese-27-Ct-37-2-Oz-Tray/28826857?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Toasty, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Toasty-27-Ct-37-2-Oz-Tray/31196681?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Cheese, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Cheese-27-Ct-37-2-Oz-Tray/28826857?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Toasty, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Toasty-27-Ct-37-2-Oz-Tray/31196681?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Cheese, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Cheese-27-Ct-37-2-Oz-Tray/28826857?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Cheese, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Cheese-27-Ct-37-2-Oz-Tray/28826857?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Toasty, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Toasty-27-Ct-37-2-Oz-Tray/31196681?fulfillmentIntent=Pickup
Crackers,Crackers,"Austin Sandwich Crackers, Peanut Butter on Cheese, 27 Ct, 37.2 Oz, Tray",7.119999999999999,1100.1342,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/Austin-Sandwich-Crackers-Peanut-Butter-on-Cheese-27-Ct-37-2-Oz-Tray/28826857?fulfillmentIntent=Pickup
Dairy & Eggs,Yogurt,"LALA Probiotic Yogurt Smoothie Drink 32oz Bottle, Pecan Cereal",4.48,946.352,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/LALA-Probiotic-Yogurt-Smoothie-Drink-32oz-Bottle-Pecan-Cereal/641128889?fulfillmentIntent=Pickup
Dairy & Eggs,Yogurt,"LALA Probiotic Yogurt Smoothie Drink 32oz Bottle, Pecan Cereal",4.48,946.352,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/LALA-Probiotic-Yogurt-Smoothie-Drink-32oz-Bottle-Pecan-Cereal/641128889?fulfillmentIntent=Pickup
Dairy & Eggs,Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Dairy & Eggs,Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Dairy & Eggs,Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Dairy & Eggs,Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Dairy & Eggs,Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Dairy & Eggs,Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Dairy & Eggs,Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Dairy & Eggs,Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Dairy & Eggs,Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Dairy & Eggs,Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Dairy & Eggs,Cream Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Dairy & Eggs,Cream Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Dairy & Eggs,Cream Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Dairy & Eggs,Cream Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Dairy & Eggs,Cream Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Dairy & Eggs,Cream Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Dairy & Eggs,Cream Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Dairy & Eggs,Cream Cheese,SKIPPY SUPER CHUNK Peanut Butter 40 oz,5.92,1182.94,ml,neutral,TRUE,FALSE,https://www.walmart.com/ip/SKIPPY-SUPER-CHUNK-Peanut-Butter-40-oz/37447681?fulfillmentIntent=Pickup
Deli Meat & Cheese,Deli Meat & Cheese,Land O Lakes White Deli American Cheese Product,8.239999999999998,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-White-Deli-American-Cheese-Product/186368201?fulfillmentIntent=Pickup&athbdg=L1600
Deli Meat & Cheese,Deli Meat & Cheese,Land O Lakes Yellow Deli American Cheese Product,8.239999999999998,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-Yellow-Deli-American-Cheese-Product/174071195?fulfillmentIntent=Pickup
Deli Meat & Cheese,Deli Meat & Cheese,Land O Lakes White Deli American Cheese Product,8.239999999999998,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-White-Deli-American-Cheese-Product/186368201?fulfillmentIntent=Pickup&athbdg=L1600
Deli Meat & Cheese,Deli Meat & Cheese,"Land O Lakes Sliced White Deli American Cheese Product, Freshly Sliced",4.119999999999999,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-Sliced-White-Deli-American-Cheese-Product-Freshly-Sliced/289679400?fulfillmentIntent=Pickup
Deli Meat & Cheese,Deli Meat & Cheese,"Land O Lakes Sliced Yellow Deli American Cheese Product, Freshly Sliced",4.119999999999999,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-Sliced-Yellow-Deli-American-Cheese-Product-Freshly-Sliced/519946100?fulfillmentIntent=Pickup
Deli Meat & Cheese,Deli Meat & Cheese,Land O Lakes Yellow Deli American Cheese Product,8.239999999999998,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-Yellow-Deli-American-Cheese-Product/174071195?fulfillmentIntent=Pickup
Deli Meat & Cheese,Deli Meat & Cheese,Land O Lakes White Deli American Cheese Product,8.239999999999998,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-White-Deli-American-Cheese-Product/186368201?fulfillmentIntent=Pickup&athbdg=L1600
Deli Meat & Cheese,Deli Meat & Cheese,"Land O Lakes Sliced White Deli American Cheese Product, Freshly Sliced",4.119999999999999,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-Sliced-White-Deli-American-Cheese-Product-Freshly-Sliced/289679400?fulfillmentIntent=Pickup
Deli Meat & Cheese,Deli Meat & Cheese,Land O Lakes Yellow Deli American Cheese Product,8.239999999999998,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-Yellow-Deli-American-Cheese-Product/174071195?fulfillmentIntent=Pickup
Deli Meat & Cheese,Deli Meat & Cheese,Cooper Sharp American Cheese,7.859999999999999,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Cooper-Sharp-American-Cheese/15136820?fulfillmentIntent=Pickup
Deli Meat & Cheese,Deli Meat & Cheese,Land O Lakes White Deli American Cheese Product,8.239999999999998,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-White-Deli-American-Cheese-Product/186368201?fulfillmentIntent=Pickup&athbdg=L1600
Deli Meat & Cheese,Deli Meat & Cheese,"Land O Lakes Sliced White Deli American Cheese Product, Freshly Sliced",4.319999999999999,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-Sliced-White-Deli-American-Cheese-Product-Freshly-Sliced/289679400?fulfillmentIntent=Pickup
Deli Meat & Cheese,Deli Meat & Cheese,"Land O Lakes Sliced Yellow Deli American Cheese Product, Freshly Sliced",4.319999999999999,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-Sliced-Yellow-Deli-American-Cheese-Product-Freshly-Sliced/519946100?fulfillmentIntent=Pickup
Deli Meat & Cheese,Deli Meat & Cheese,Land O Lakes Yellow Deli American Cheese Product,8.239999999999998,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-Yellow-Deli-American-Cheese-Product/174071195?fulfillmentIntent=Pickup
Deli Meat & Cheese,Deli Meat & Cheese,Land O Lakes White Deli American Cheese Product,8.239999999999998,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-White-Deli-American-Cheese-Product/186368201?fulfillmentIntent=Pickup&athbdg=L1600
Deli Meat & Cheese,Deli Meat & Cheese,"Land O Lakes Sliced White Deli American Cheese Product, Freshly Sliced",4.119999999999999,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-Sliced-White-Deli-American-Cheese-Product-Freshly-Sliced/289679400?fulfillmentIntent=Pickup
Deli Meat & Cheese,Deli Meat & Cheese,"Land O Lakes Sliced Yellow Deli American Cheese Product, Freshly Sliced",4.119999999999999,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-Sliced-Yellow-Deli-American-Cheese-Product-Freshly-Sliced/519946100?fulfillmentIntent=Pickup
Deli Meat & Cheese,Deli Meat & Cheese,Land O Lakes Yellow Deli American Cheese Product,8.239999999999998,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-Yellow-Deli-American-Cheese-Product/174071195?fulfillmentIntent=Pickup
Deli Meat & Cheese,Deli Meat & Cheese,Land O Lakes White Deli American Cheese Product,8.239999999999998,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-White-Deli-American-Cheese-Product/186368201?fulfillmentIntent=Pickup&athbdg=L1600
Deli Meat & Cheese,Deli Meat & Cheese,Land O Lakes Yellow Deli American Cheese Product,8.239999999999998,NA,NA,neutral,TRUE,FALSE,https://www.walmart.com/ip/Land-O-Lakes-Yellow-Deli-American-Cheese-Product/174071195?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"Coca-Cola Vanilla Soda Soft Drink, 20 fl oz",2.08,591.47,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/Coca-Cola-Vanilla-Soda-Soft-Drink-20-fl-oz/45595125?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly drops Unsweetened Natural Flavor Essence Strawberry, 40 mL",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-drops-Unsweetened-Natural-Flavor-Essence-Strawberry-40-mL/680449969?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly Drops Peach Flavored Sparkling Water Flavor Mix, 40 ml",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-Drops-Peach-Flavored-Sparkling-Water-Flavor-Mix-40-ml/732960644?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly drops Unsweetened Natural Flavor Essence Orange, 40 mL",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-drops-Unsweetened-Natural-Flavor-Essence-Orange-40-mL/527174165?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly Drops Raspberry Flavored Sparkling Water Flavor Mix, 40 ml",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-Drops-Raspberry-Flavored-Sparkling-Water-Flavor-Mix-40-ml/814656201?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly drops Unsweetened Natural Flavor Essence Strawberry, 40 mL",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-drops-Unsweetened-Natural-Flavor-Essence-Strawberry-40-mL/680449969?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly Drops Peach Flavored Sparkling Water Flavor Mix, 40 ml",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-Drops-Peach-Flavored-Sparkling-Water-Flavor-Mix-40-ml/732960644?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly drops Unsweetened Natural Flavor Essence Orange, 40 mL",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-drops-Unsweetened-Natural-Flavor-Essence-Orange-40-mL/527174165?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly Drops Raspberry Flavored Sparkling Water Flavor Mix, 40 ml",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-Drops-Raspberry-Flavored-Sparkling-Water-Flavor-Mix-40-ml/814656201?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly drops Unsweetened Natural Flavor Essence Strawberry, 40 mL",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-drops-Unsweetened-Natural-Flavor-Essence-Strawberry-40-mL/680449969?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly Drops Peach Flavored Sparkling Water Flavor Mix, 40 ml",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-Drops-Peach-Flavored-Sparkling-Water-Flavor-Mix-40-ml/732960644?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly drops Unsweetened Natural Flavor Essence Orange, 40 mL",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-drops-Unsweetened-Natural-Flavor-Essence-Orange-40-mL/527174165?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly Drops Raspberry Flavored Sparkling Water Flavor Mix, 40 ml",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-Drops-Raspberry-Flavored-Sparkling-Water-Flavor-Mix-40-ml/814656201?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly drops Unsweetened Natural Flavor Essence Strawberry, 40 mL",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-drops-Unsweetened-Natural-Flavor-Essence-Strawberry-40-mL/680449969?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly Drops Peach Flavored Sparkling Water Flavor Mix, 40 ml",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-Drops-Peach-Flavored-Sparkling-Water-Flavor-Mix-40-ml/732960644?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly drops Unsweetened Natural Flavor Essence Orange, 40 mL",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-drops-Unsweetened-Natural-Flavor-Essence-Orange-40-mL/527174165?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly Drops Raspberry Flavored Sparkling Water Flavor Mix, 40 ml",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-Drops-Raspberry-Flavored-Sparkling-Water-Flavor-Mix-40-ml/814656201?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly drops Unsweetened Natural Flavor Essence Strawberry, 40 mL",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-drops-Unsweetened-Natural-Flavor-Essence-Strawberry-40-mL/680449969?fulfillmentIntent=Pickup
Drink Mixes,Drink Mixes,"SodaStream bubly drops Unsweetened Natural Flavor Essence Strawberry, 40 mL",5.88,1182.94,ml,unhealthy,TRUE,FALSE,https://www.walmart.com/ip/SodaStream-bubly-drops-Unsweetened-Natural-Flavor-Essence-Strawberry-40-mL/680449969?fulfillmentIntent=Pickup
